%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	103.054	8.7442	34.6892	26.9137	1.4652e-01	-0.0108	0.593	1486.62	71.308	4.6368	7.531260
08 47	103.078	8.7441	34.6891	26.9136	1.4652e-01	-0.0096	0.579	1486.62	71.302	4.6364	7.531260
08 47	103.089	8.7446	34.6892	26.9136	1.4652e-01	-0.0071	0.568	1486.63	71.296	4.6360	7.531261
08 47	103.114	8.7456	34.6893	26.9136	1.4652e-01	-0.0083	0.582	1486.63	71.292	4.6356	7.531261
08 47	103.138	8.7467	34.6890	26.9131	1.4652e-01	-0.0071	0.608	1486.63	71.225	4.6312	7.531262
08 47	103.150	8.7476	34.6881	26.9122	1.4652e-01	-0.0071	0.608	1486.64	71.215	4.6304	7.531262
08 47	103.174	8.7459	34.6892	26.9134	1.4652e-01	-0.0083	0.590	1486.63	71.205	4.6300	7.531263
08 47	103.199	8.7441	34.6899	26.9143	1.4652e-01	-0.0083	0.575	1486.63	71.197	4.6296	7.531263
08 47	103.210	8.7430	34.6903	26.9147	1.4652e-01	-0.0059	0.564	1486.62	71.189	4.6292	7.531264
08 47	103.235	8.7425	34.6895	26.9142	1.4652e-01	-0.0071	0.557	1486.62	71.182	4.6288	7.531264
08 47	103.248	8.7421	34.6891	26.9140	1.4652e-01	-0.0083	0.557	1486.62	71.176	4.6284	7.531264
08 47	103.284	8.7418	34.6892	26.9140	1.4652e-01	-0.0071	0.557	1486.62	71.171	4.6281	7.531265
08 47	103.297	8.7418	34.6888	26.9137	1.4652e-01	-0.0083	0.553	1486.62	71.105	4.6238	7.531265
08 47	103.308	8.7412	34.6886	26.9137	1.4652e-01	-0.0083	0.553	1486.62	71.095	4.6233	7.531266
08 47	103.333	8.7399	34.6893	26.9144	1.4652e-01	-0.0096	0.553	1486.61	71.016	4.6183	7.531266
08 47	103.357	8.7388	34.6897	26.9150	1.4652e-01	-0.0083	0.553	1486.61	71.063	4.6214	7.531267
08 47	103.393	8.7384	34.6895	26.9148	1.4652e-01	-0.0071	0.549	1486.61	71.057	4.6211	7.531267
08 47	103.393	8.7378	34.6896	26.9150	1.4652e-01	-0.0083	0.553	1486.61	71.051	4.6208	7.531268
08 47	103.418	8.7380	34.6896	26.9150	1.4652e-01	-0.0083	0.557	1486.61	71.047	4.6205	7.531268
08 47	103.453	8.7380	34.6889	26.9144	1.4652e-01	-0.0083	0.560	1486.61	70.982	4.6163	7.531269
08 47	103.467	8.7365	34.6899	26.9154	1.4652e-01	-0.0108	0.571	1486.60	70.974	4.6158	7.531269
08 47	103.489	8.7341	34.6910	26.9167	1.4652e-01	-0.0120	0.579	1486.60	70.967	4.6156	7.531270
08 47	103.514	8.7333	34.6915	26.9172	1.4652e-01	-0.0120	0.579	1486.59	70.961	4.6153	7.531270
08 47	103.527	8.7323	34.6919	26.9176	1.4652e-01	-0.0083	0.571	1486.59	70.957	4.6151	7.531271
08 47	103.563	8.7308	34.6925	26.9184	1.4652e-01	-0.0071	0.560	1486.59	70.954	4.6151	7.531271
08 47	103.576	8.7302	34.6930	26.9189	1.4652e-01	-0.0083	0.557	1486.59	70.891	4.6110	7.531272
08 47	103.587	8.7309	34.6922	26.9182	1.4652e-01	-0.0083	0.553	1486.59	70.884	4.6105	7.531272
08 47	103.623	8.7312	34.6917	26.9177	1.4652e-01	-0.0071	0.553	1486.59	70.879	4.6102	7.531273
08 47	103.636	8.7318	34.6914	26.9173	1.4652e-01	-0.0047	0.553	1486.59	70.876	4.6099	7.531273
08 47	103.661	8.7313	34.6911	26.9172	1.4652e-01	-0.0047	0.553	1486.59	70.867	4.6094	7.531274
08 47	103.684	8.7301	34.6918	26.9180	1.4652e-01	-0.0083	0.564	1486.59	70.868	4.6095	7.531274
08 47	103.708	8.7283	34.6933	26.9194	1.4652e-01	-0.0083	0.626	1486.58	70.862	4.6093	7.531275
08 47	103.721	8.7281	34.6933	26.9194	1.4652e-01	-0.0096	0.652	1486.58	70.858	4.6091	7.531275
08 47	103.746	8.7278	34.6934	26.9195	1.4652e-01	-0.0083	0.634	1486.58	70.856	4.6090	7.531276
08 47	103.769	8.7270	34.6937	26.9199	1.4652e-01	-0.0096	0.601	1486.58	70.793	4.6049	7.531276
08 47	103.793	8.7262	34.6944	26.9206	1.4652e-01	-0.0108	0.582	1486.58	70.787	4.6046	7.531277
08 47	103.818	8.7251	34.6948	26.9211	1.4652e-01	-0.0108	0.568	1486.57	70.782	4.6044	7.531277
08 47	103.842	8.7234	34.6953	26.9218	1.4652e-01	-0.0096	0.564	1486.57	70.780	4.6044	7.531277
08 47	103.831	8.7223	34.6959	26.9224	1.4652e-01	-0.0083	0.568	1486.56	70.778	4.6044	7.531278
08 47	103.914	8.7218	34.6961	26.9226	1.4652e-01	-0.0071	0.568	1486.56	70.780	4.6045	7.531278
08 47	103.902	8.7216	34.6959	26.9225	1.4652e-01	-0.0071	0.564	1486.56	70.720	4.6007	7.531279
08 47	103.927	8.7217	34.6952	26.9219	1.4652e-01	-0.0059	0.564	1486.56	70.718	4.6005	7.531279
08 47	103.951	8.7208	34.6961	26.9228	1.4652e-01	-0.0047	0.564	1486.56	70.710	4.6001	7.531280
08 47	103.976	8.7205	34.6957	26.9225	1.4652e-01	-0.0059	0.560	1486.56	70.704	4.5997	7.531280
08 47	103.987	8.7199	34.6961	26.9229	1.4652e-01	-0.0071	0.557	1486.56	70.707	4.6000	7.531281
08 47	104.023	8.7194	34.6965	26.9233	1.4652e-01	-0.0083	0.557	1486.56	70.712	4.6004	7.531281
08 47	104.035	8.7186	34.6965	26.9234	1.4652e-01	-0.0096	0.560	1486.55	70.712	4.6004	7.531282
08 47	104.061	8.7179	34.6967	26.9237	1.4652e-01	-0.0083	0.575	1486.55	70.714	4.6006	7.531282
08 47	104.097	8.7170	34.6964	26.9236	1.4652e-01	-0.0059	0.579	1486.55	70.718	4.6010	7.531283
08 47	104.097	8.7155	34.6975	26.9247	1.4652e-01	-0.0071	0.582	1486.55	70.723	4.6014	7.531283
08 47	104.133	8.7149	34.6976	26.9249	1.4652e-01	-0.0071	0.575	1486.54	70.730	4.6019	7.531284
08 47	104.146	8.7143	34.6981	26.9253	1.4652e-01	-0.0071	0.564	1486.54	70.739	4.6026	7.531284
08 47	104.168	8.7144	34.6984	26.9256	1.4652e-01	-0.0083	0.557	1486.54	70.749	4.6032	7.531285
08 47	104.195	8.7156	34.6971	26.9244	1.4652e-01	-0.0083	0.549	1486.55	70.754	4.6035	7.531285
08 47	104.195	8.7154	34.6959	26.9235	1.4652e-01	-0.0096	0.553	1486.54	70.760	4.6039	7.531286
08 47	104.242	8.7134	34.6969	26.9246	1.4652e-01	-0.0108	0.553	1486.54	70.707	4.6006	7.531286
08 47	104.255	8.7113	34.6982	26.9259	1.4652e-01	-0.0096	0.557	1486.53	70.771	4.6050	7.531287
08 47	104.266	8.7113	34.6984	26.9260	1.4652e-01	-0.0108	0.553	1486.53	70.782	4.6057	7.531287
08 47	104.302	8.7112	34.6986	26.9262	1.4652e-01	-0.0108	0.546	1486.53	70.795	4.6065	7.531288
08 47	104.327	8.7116	34.6984	26.9260	1.4652e-01	-0.0120	0.546	1486.54	70.809	4.6074	7.531288
08 47	104.340	8.7121	34.6982	26.9258	1.4652e-01	-0.0120	0.549	1486.54	70.825	4.6084	7.531289
08 47	104.376	8.7129	34.6977	26.9253	1.4652e-01	-0.0096	0.557	1486.54	70.834	4.6089	7.531289
08 47	104.387	8.7132	34.6975	26.9251	1.4652e-01	-0.0059	0.557	1486.54	70.845	4.6096	7.531290
08 47	104.400	8.7139	34.6977	26.9251	1.4652e-01	-0.0010	0.560	1486.54	70.850	4.6098	7.531290
08 47	104.448	8.7150	34.6968	26.9242	1.4652e-01	0.0002	0.564	1486.55	70.801	4.6066	7.531291
08 47	104.449	8.7158	34.6966	26.9239	1.4652e-01	-0.0022	0.564	1486.55	70.870	4.6110	7.531291
08 47	104.485	8.7166	34.6961	26.9234	1.4652e-01	-0.0059	0.560	1486.55	70.886	4.6119	7.531291
08 47	104.497	8.7176	34.6953	26.9226	1.4652e-01	-0.0047	0.560	1486.56	70.902	4.6130	7.531292
08 47	104.521	8.7169	34.6944	26.9220	1.4652e-01	-0.0035	0.557	1486.55	70.913	4.6137	7.531292
08 47	104.544	8.7147	34.6932	26.9215	1.4652e-01	-0.0035	0.553	1486.54	70.925	4.6148	7.531293
08 47	104.557	8.7110	34.6930	26.9218	1.4652e-01	-0.0022	0.549	1486.53	70.937	4.6160	7.531293
08 47	104.582	8.7075	34.6939	26.9231	1.4652e-01	-0.0022	0.549	1486.52	70.950	4.6172	7.531294
08 47	104.619	8.7055	34.6945	26.9239	1.4652e-01	-0.0035	0.560	1486.51	70.965	4.6183	7.531294
08 47	104.630	8.7039	34.6941	26.9238	1.4652e-01	-0.0035	0.568	1486.51	70.980	4.6194	7.531295
08 47	104.653	8.6989	34.6932	26.9239	1.4652e-01	-0.0035	0.568	1486.49	70.989	4.6206	7.531295
08 47	104.679	8.6921	34.6942	26.9258	1.4652e-01	-0.0047	0.568	1486.46	70.998	4.6218	7.531296
08 47	104.691	8.6881	34.6952	26.9272	1.4652e-01	-0.0083	0.564	1486.45	71.008	4.6229	7.531296
08 47	104.715	8.6851	34.6972	26.9292	1.4652e-01	-0.0071	0.568	1486.44	71.018	4.6238	7.531297
08 47	104.738	8.6830	34.6993	26.9313	1.4652e-01	-0.0059	0.575	1486.44	71.030	4.6247	7.531297
08 47	104.764	8.6827	34.7010	26.9326	1.4652e-01	-0.0071	0.579	1486.44	71.041	4.6254	7.531298
08 47	104.776	8.6838	34.7021	26.9333	1.4652e-01	-0.0059	0.571	1486.45	71.053	4.6260	7.531298
08 47	104.800	8.6844	34.7019	26.9330	1.4652e-01	-0.0047	0.564	1486.45	71.066	4.6268	7.531299
08 47	104.825	8.6849	34.7010	26.9323	1.4652e-01	-0.0059	0.557	1486.45	71.141	4.6317	7.531299
08 47	104.859	8.6843	34.7010	26.9323	1.4652e-01	-0.0071	0.557	1486.45	71.092	4.6286	7.531300
08 47	104.861	8.6830	34.7016	26.9330	1.4652e-01	-0.0047	0.553	1486.44	71.099	4.6291	7.531300
08 47	104.885	8.6827	34.7017	26.9332	1.4652e-01	-0.0035	0.549	1486.44	71.105	4.6296	7.531301
08 47	104.910	8.6828	34.7006	26.9323	1.4652e-01	-0.0035	0.549	1486.44	71.174	4.6341	7.531301
08 47	104.933	8.6828	34.6999	26.9317	1.4652e-01	-0.0047	0.542	1486.44	71.127	4.6310	7.531302
08 47	104.946	8.6834	34.6998	26.9315	1.4652e-01	-0.0047	0.542	1486.44	71.196	4.6354	7.531302
08 47	104.970	8.6851	34.6985	26.9303	1.4652e-01	-0.0035	0.549	1486.45	71.141	4.6317	7.531303
08 47	104.995	8.6853	34.6984	26.9301	1.4652e-01	-0.0047	0.553	1486.45	71.203	4.6357	7.531303
08 47	105.017	8.6855	34.6989	26.9305	1.4652e-01	-0.0059	0.564	1486.45	71.209	4.6361	7.531304
08 47	105.030	8.6855	34.6997	26.9311	1.4652e-01	-0.0047	0.568	1486.45	71.216	4.6365	7.531304
08 47	105.055	8.6857	34.7002	26.9315	1.4652e-01	-0.0059	0.564	1486.45	71.222	4.6369	7.531304
08 47	105.068	8.6870	34.6991	26.9304	1.4652e-01	-0.0071	0.557	1486.46	71.228	4.6371	7.531305
08 47	105.089	8.6874	34.6985	26.9299	1.4652e-01	-0.0083	0.549	1486.46	71.233	4.6375	7.531305
08 47	105.104	8.6873	34.6985	26.9299	1.4652e-01	-0.0059	0.557	1486.46	71.238	4.6378	7.531306
08 47	105.128	8.6868	34.6984	26.9299	1.4652e-01	-0.0071	0.564	1486.46	71.243	4.6382	7.531306
08 47	105.153	8.6869	34.6978	26.9295	1.4652e-01	-0.0083	0.560	1486.46	71.248	4.6385	7.531307
08 47	105.163	8.6860	34.6979	26.9296	1.4652e-01	-0.0083	0.553	1486.45	71.252	4.6389	7.531307
08 47	105.200	8.6853	34.6982	26.9300	1.4652e-01	-0.0096	0.549	1486.45	71.257	4.6392	7.531308
08 47	105.200	8.6855	34.6991	26.9307	1.4652e-01	-0.0096	0.553	1486.45	71.260	4.6394	7.531308
08 47	105.225	8.6869	34.6991	26.9305	1.4652e-01	-0.0096	0.549	1486.46	71.264	4.6395	7.531309
08 47	105.248	8.6878	34.6996	26.9307	1.4652e-01	-0.0096	0.546	1486.46	71.267	4.6396	7.531309
08 47	105.261	8.6881	34.6999	26.9309	1.4652e-01	-0.0096	0.546	1486.47	71.262	4.6392	7.531310
08 47	105.285	8.6887	34.6999	26.9308	1.4652e-01	-0.0096	0.549	1486.47	71.264	4.6393	7.531310
08 47	105.308	8.6889	34.6996	26.9305	1.4652e-01	-0.0071	0.560	1486.47	71.266	4.6394	7.531311
08 47	105.323	8.6893	34.6993	26.9302	1.4652e-01	-0.0071	0.560	1486.47	71.268	4.6395	7.531311
08 47	105.347	8.6898	34.6986	26.9296	1.4652e-01	-0.0071	0.560	1486.47	71.269	4.6396	7.531312
08 47	105.347	8.6893	34.6986	26.9296	1.4652e-01	-0.0059	0.557	1486.47	71.270	4.6397	7.531312
08 47	105.382	8.6883	34.6986	26.9298	1.4652e-01	-0.0047	0.557	1486.47	71.271	4.6399	7.531313
08 47	105.395	8.6865	34.6994	26.9307	1.4652e-01	-0.0083	0.553	1486.46	71.272	4.6401	7.531313
08 47	105.419	8.6860	34.6996	26.9310	1.4652e-01	-0.0047	0.553	1486.46	71.272	4.6401	7.531314
08 47	105.432	8.6853	34.6999	26.9313	1.4652e-01	-0.0035	0.557	1486.46	71.264	4.6397	7.531314
08 47	105.466	8.6851	34.7003	26.9317	1.4652e-01	-0.0022	0.564	1486.46	71.264	4.6397	7.531315
08 47	105.468	8.6855	34.7000	26.9314	1.4652e-01	-0.0047	0.560	1486.46	71.263	4.6396	7.531315
08 47	105.493	8.6863	34.6992	26.9306	1.4652e-01	-0.0059	0.553	1486.46	71.261	4.6394	7.531316
08 47	105.502	8.6854	34.6998	26.9312	1.4652e-01	-0.0047	0.549	1486.46	71.198	4.6353	7.531316
08 47	105.540	8.6855	34.6994	26.9309	1.4652e-01	-0.0047	0.560	1486.46	71.251	4.6388	7.531317
08 47	105.553	8.6864	34.6975	26.9293	1.4652e-01	-0.0022	0.575	1486.46	71.187	4.6346	7.531317
08 47	105.563	8.6858	34.6964	26.9284	1.4652e-01	-0.0022	0.582	1486.46	71.240	4.6382	7.531318
08 47	105.577	8.6843	34.6963	26.9286	1.4652e-01	-0.0035	0.586	1486.45	71.238	4.6382	7.531318
08 47	105.613	8.6822	34.6967	26.9293	1.4652e-01	-0.0047	0.601	1486.45	71.236	4.6382	7.531318
08 47	105.613	8.6807	34.6980	26.9305	1.4652e-01	-0.0047	0.593	1486.44	71.233	4.6382	7.531319
08 47	105.648	8.6797	34.6988	26.9313	1.4652e-01	-0.0071	0.579	1486.44	71.230	4.6381	7.531319
08 47	105.662	8.6805	34.6982	26.9307	1.4652e-01	-0.0059	0.575	1486.44	71.226	4.6378	7.531320
08 47	105.687	8.6813	34.6974	26.9300	1.4652e-01	-0.0059	0.575	1486.45	71.223	4.6375	7.531320
08 47	105.697	8.6811	34.6965	26.9293	1.4652e-01	-0.0059	0.571	1486.44	71.219	4.6372	7.531321
08 47	105.723	8.6803	34.6972	26.9300	1.4652e-01	-0.0047	0.568	1486.44	71.215	4.6370	7.531321
08 47	105.734	8.6789	34.6980	26.9309	1.4652e-01	-0.0035	0.560	1486.44	71.210	4.6369	7.531322
08 47	105.768	8.6784	34.6979	26.9308	1.4652e-01	-0.0022	0.568	1486.44	71.205	4.6366	7.531322
08 47	105.783	8.6784	34.6976	26.9306	1.4652e-01	-0.0035	0.568	1486.44	71.207	4.6368	7.531323
08 47	105.796	8.6787	34.6970	26.9300	1.4652e-01	-0.0047	0.568	1486.44	71.202	4.6364	7.531323
08 47	105.817	8.6789	34.6966	26.9297	1.4652e-01	-0.0047	0.560	1486.44	71.197	4.6360	7.531324
08 47	105.832	8.6779	34.6971	26.9303	1.4652e-01	-0.0047	0.557	1486.44	71.191	4.6358	7.531324
08 47	105.868	8.6771	34.6979	26.9311	1.4652e-01	-0.0059	0.549	1486.43	71.193	4.6359	7.531325
08 47	105.878	8.6764	34.6981	26.9313	1.4652e-01	-0.0083	0.549	1486.43	71.186	4.6356	7.531325
08 47	105.904	8.6758	34.6981	26.9314	1.4652e-01	-0.0083	0.549	1486.43	71.188	4.6357	7.531326
08 47	105.917	8.6743	34.6988	26.9322	1.4652e-01	-0.0083	0.549	1486.43	71.181	4.6354	7.531326
08 47	105.951	8.6721	34.7003	26.9337	1.4652e-01	-0.0059	0.553	1486.42	71.182	4.6357	7.531327
08 47	105.953	8.6708	34.7011	26.9345	1.4652e-01	-0.0059	0.557	1486.42	71.183	4.6358	7.531327
08 47	105.977	8.6693	34.7024	26.9358	1.4652e-01	-0.0035	0.564	1486.41	71.184	4.6360	7.531328
08 47	105.999	8.6690	34.7025	26.9359	1.4652e-01	-0.0047	0.564	1486.41	71.185	4.6361	7.531328
08 47	106.026	8.6700	34.7017	26.9351	1.4652e-01	-0.0059	0.564	1486.41	71.186	4.6361	7.531329
08 47	106.038	8.6708	34.7010	26.9345	1.4652e-01	-0.0059	0.568	1486.42	71.186	4.6361	7.531329
08 47	106.059	8.6706	34.7003	26.9339	1.4652e-01	-0.0071	0.560	1486.42	71.187	4.6361	7.531330
08 47	106.098	8.6687	34.7005	26.9344	1.4652e-01	-0.0071	0.549	1486.41	71.188	4.6364	7.531330
08 47	106.111	8.6673	34.7002	26.9344	1.4652e-01	-0.0059	0.542	1486.40	71.189	4.6366	7.531331
08 47	106.144	8.6671	34.7006	26.9347	1.4652e-01	-0.0035	0.542	1486.40	71.190	4.6367	7.531331
08 47	106.160	8.6675	34.6998	26.9340	1.4652e-01	-0.0035	0.553	1486.41	71.191	4.6367	7.531332
08 47	106.168	8.6680	34.6988	26.9332	1.4652e-01	-0.0047	0.560	1486.41	71.191	4.6367	7.531332
08 47	106.208	8.6670	34.6989	26.9334	1.4652e-01	-0.0071	0.564	1486.40	71.130	4.6329	7.531332
08 47	106.221	8.6660	34.6995	26.9340	1.4652e-01	-0.0059	0.564	1486.40	71.186	4.6366	7.531333
08 47	106.229	8.6656	34.6992	26.9339	1.4652e-01	-0.0059	0.557	1486.40	71.187	4.6367	7.531333
08 47	106.257	8.6662	34.6975	26.9324	1.4652e-01	-0.0022	0.557	1486.40	71.126	4.6327	7.531334
08 47	106.293	8.6666	34.6967	26.9317	1.4652e-01	-0.0010	0.553	1486.40	71.183	4.6364	7.531334
08 47	106.302	8.6640	34.6981	26.9332	1.4652e-01	0.0002	0.553	1486.39	71.122	4.6327	7.531335
08 47	106.317	8.6584	34.7015	26.9368	1.4652e-01	-0.0035	0.553	1486.38	71.179	4.6368	7.531335
08 47	106.353	8.6545	34.7036	26.9391	1.4652e-01	-0.0059	0.560	1486.37	71.181	4.6373	7.531336
08 47	106.351	8.6522	34.7044	26.9400	1.4652e-01	-0.0071	0.560	1486.36	71.183	4.6376	7.531336
08 47	106.402	8.6500	34.7055	26.9412	1.4652e-01	-0.0059	0.557	1486.35	71.185	4.6380	7.531337
08 47	106.399	8.6502	34.7059	26.9415	1.4652e-01	-0.0071	0.557	1486.35	71.186	4.6380	7.531337
08 47	106.426	8.6519	34.7050	26.9405	1.4652e-01	-0.0059	0.568	1486.36	71.188	4.6380	7.531338
08 47	106.451	8.6539	34.7034	26.9390	1.4652e-01	-0.0071	0.571	1486.36	71.127	4.6339	7.531338
08 47	106.461	8.6529	34.7026	26.9385	1.4652e-01	-0.0083	0.568	1486.36	71.122	4.6337	7.531339
08 47	106.500	8.6526	34.7012	26.9374	1.4652e-01	-0.0083	0.568	1486.36	71.117	4.6334	7.531339
08 47	106.508	8.6526	34.6996	26.9362	1.4652e-01	-0.0083	0.575	1486.36	71.105	4.6327	7.531340
08 47	106.536	8.6521	34.6999	26.9365	1.4652e-01	-0.0108	0.579	1486.35	71.101	4.6324	7.531340
08 47	106.547	8.6515	34.7008	26.9373	1.4652e-01	-0.0120	0.593	1486.35	71.151	4.6358	7.531341
08 47	106.582	8.6521	34.7008	26.9372	1.4652e-01	-0.0096	0.601	1486.36	71.092	4.6318	7.531341
08 47	106.596	8.6521	34.7004	26.9369	1.4652e-01	-0.0096	0.597	1486.36	71.087	4.6316	7.531342
08 47	106.618	8.6506	34.7009	26.9375	1.4652e-01	-0.0083	0.593	1486.35	71.084	4.6314	7.531342
08 47	106.632	8.6498	34.7005	26.9373	1.4652e-01	-0.0059	0.579	1486.35	71.080	4.6313	7.531343
08 47	106.657	8.6498	34.7003	26.9371	1.4652e-01	-0.0059	0.571	1486.35	71.076	4.6311	7.531343
08 47	106.691	8.6501	34.7008	26.9375	1.4652e-01	-0.0059	0.568	1486.35	71.136	4.6349	7.531344
08 47	106.706	8.6508	34.6999	26.9367	1.4652e-01	-0.0083	0.568	1486.35	71.077	4.6311	7.531344
08 47	106.727	8.6501	34.6995	26.9365	1.4652e-01	-0.0083	0.564	1486.35	71.075	4.6310	7.531345
08 47	106.755	8.6498	34.6991	26.9363	1.4652e-01	-0.0120	0.560	1486.35	71.072	4.6308	7.531345
08 47	106.763	8.6489	34.6986	26.9360	1.4652e-01	-0.0120	0.560	1486.34	71.070	4.6308	7.531345
08 47	106.791	8.6477	34.6980	26.9357	1.4652e-01	-0.0108	0.568	1486.34	71.068	4.6308	7.531346
08 47	106.815	8.6461	34.6983	26.9362	1.5873e-01	-0.0083	0.571	1486.34	71.067	4.6309	7.531346
08 47	106.836	8.6450	34.6992	26.9371	1.4652e-01	-0.0059	0.575	1486.33	71.128	4.6349	7.531347
08 47	106.864	8.6439	34.6994	26.9374	1.4652e-01	-0.0035	0.582	1486.33	71.134	4.6354	7.531347
08 47	106.885	8.6428	34.7001	26.9381	1.4652e-01	-0.0022	0.586	1486.33	71.140	4.6359	7.531348
08 47	106.900	8.6421	34.7004	26.9385	1.4652e-01	-0.0047	0.582	1486.32	71.145	4.6364	7.531348
08 47	106.921	8.6418	34.7005	26.9385	1.4652e-01	-0.0083	0.582	1486.32	71.151	4.6368	7.531349
08 47	106.949	8.6424	34.7007	26.9387	1.4652e-01	-0.0083	0.586	1486.33	71.157	4.6371	7.531349
08 47	106.973	8.6431	34.7004	26.9383	1.5873e-01	-0.0071	0.582	1486.33	71.163	4.6374	7.531350
08 47	106.993	8.6431	34.6999	26.9379	1.4652e-01	-0.0071	0.571	1486.33	71.169	4.6378	7.531350
08 47	107.009	8.6425	34.6997	26.9378	1.4652e-01	-0.0071	0.560	1486.33	71.175	4.6382	7.531351
08 47	107.042	8.6415	34.6999	26.9382	1.4652e-01	-0.0071	0.557	1486.32	71.181	4.6387	7.531351
08 47	107.058	8.6404	34.7002	26.9386	1.4652e-01	-0.0071	0.553	1486.32	71.187	4.6392	7.531352
08 47	107.067	8.6402	34.7009	26.9391	1.4652e-01	-0.0071	0.560	1486.32	71.192	4.6396	7.531352
08 47	107.094	8.6407	34.6998	26.9382	1.4652e-01	-0.0047	0.564	1486.32	71.198	4.6400	7.531353
08 47	107.116	8.6406	34.6997	26.9382	1.4652e-01	-0.0047	0.557	1486.32	71.204	4.6404	7.531353
08 47	107.130	8.6403	34.7004	26.9388	1.4652e-01	-0.0059	0.557	1486.32	71.210	4.6407	7.531354
08 47	107.168	8.6401	34.7007	26.9390	1.4652e-01	-0.0059	0.557	1486.32	71.216	4.6411	7.531354
08 47	107.176	8.6402	34.7009	26.9391	1.4652e-01	-0.0047	0.564	1486.32	71.222	4.6415	7.531355
08 47	107.191	8.6405	34.7012	26.9393	1.4652e-01	-0.0010	0.568	1486.32	71.227	4.6418	7.531355
08 47	107.212	8.6406	34.7007	26.9389	1.4652e-01	-0.0035	0.560	1486.32	71.233	4.6422	7.531356
08 47	107.253	8.6403	34.7002	26.9386	1.4652e-01	-0.0047	0.553	1486.32	71.232	4.6422	7.531356
08 47	107.261	8.6397	34.6998	26.9384	1.4652e-01	-0.0059	0.553	1486.32	71.237	4.6426	7.531357
08 47	107.276	8.6393	34.7002	26.9387	1.4652e-01	-0.0059	0.553	1486.32	71.243	4.6430	7.531357
08 47	107.297	8.6386	34.6999	26.9386	1.4652e-01	-0.0071	0.553	1486.32	71.241	4.6430	7.531358
08 47	107.313	8.6379	34.6996	26.9384	1.4652e-01	-0.0071	0.549	1486.31	71.246	4.6434	7.531358
08 47	107.357	8.6368	34.6999	26.9389	1.4652e-01	-0.0059	0.553	1486.31	71.244	4.6434	7.531359
08 47	107.360	8.6364	34.6993	26.9385	1.4652e-01	-0.0059	0.553	1486.31	71.249	4.6437	7.531359
08 47	107.382	8.6352	34.7002	26.9394	1.4652e-01	-0.0059	0.553	1486.31	71.254	4.6442	7.531359
08 47	107.409	8.6349	34.6998	26.9391	1.4652e-01	-0.0059	0.553	1486.31	71.259	4.6445	7.531360
08 47	107.418	8.6345	34.6998	26.9391	1.4652e-01	-0.0047	0.553	1486.30	71.264	4.6449	7.531360
08 47	107.447	8.6342	34.7000	26.9394	1.4652e-01	-0.0035	0.549	1486.30	71.269	4.6452	7.531361
08 47	107.480	8.6342	34.7001	26.9395	1.4652e-01	-0.0035	0.546	1486.30	71.274	4.6456	7.531361
08 47	107.494	8.6343	34.6999	26.9393	1.4652e-01	-0.0047	0.542	1486.30	71.272	4.6454	7.531362
08 47	107.503	8.6339	34.7003	26.9397	1.4652e-01	-0.0071	0.546	1486.30	71.269	4.6452	7.531362
08 47	107.543	8.6335	34.7005	26.9399	1.4652e-01	-0.0071	0.549	1486.30	71.266	4.6451	7.531363
08 47	107.565	8.6337	34.7001	26.9396	1.4652e-01	-0.0047	0.553	1486.30	71.263	4.6449	7.531363
08 47	107.555	8.6334	34.7005	26.9399	1.4652e-01	-0.0059	0.553	1486.30	71.197	4.6406	7.531364
08 47	107.601	8.6346	34.7009	26.9400	1.4652e-01	-0.0071	0.560	1486.31	71.255	4.6443	7.531364
08 47	107.617	8.6362	34.7012	26.9400	1.4652e-01	-0.0059	0.568	1486.32	71.190	4.6398	7.531365
08 47	107.636	8.6382	34.7002	26.9389	1.4652e-01	-0.0059	0.568	1486.32	71.179	4.6389	7.531365
08 47	107.664	8.6379	34.6974	26.9367	1.4652e-01	-0.0059	0.568	1486.32	71.168	4.6383	7.531366
08 47	107.685	8.6330	34.6931	26.9341	1.4652e-01	-0.0047	0.564	1486.29	71.157	4.6383	7.531366
08 47	107.702	8.6226	34.6947	26.9370	1.4652e-01	-0.0035	0.560	1486.26	71.147	4.6386	7.531367
08 47	107.710	8.6159	34.6999	26.9421	1.4652e-01	-0.0059	0.557	1486.24	71.144	4.6390	7.531367
08 47	107.738	8.6147	34.7027	26.9446	1.4652e-01	-0.0059	0.560	1486.24	71.134	4.6383	7.531368
08 47	107.770	8.6154	34.7030	26.9447	1.4652e-01	-0.0059	0.564	1486.24	71.123	4.6376	7.531368
08 47	107.787	8.6163	34.7023	26.9440	1.4652e-01	-0.0071	0.590	1486.25	71.112	4.6368	7.531369
08 47	107.795	8.6168	34.7010	26.9429	1.4652e-01	-0.0071	0.593	1486.25	71.102	4.6361	7.531369
08 47	107.823	8.6163	34.7015	26.9433	1.4652e-01	-0.0083	0.575	1486.25	71.091	4.6355	7.531370
08 47	107.842	8.6162	34.7025	26.9442	1.4652e-01	-0.0071	0.560	1486.25	71.081	4.6347	7.531370
08 47	107.872	8.6153	34.7036	26.9452	1.4652e-01	-0.0059	0.553	1486.25	71.078	4.6346	7.531371
