%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	98.154	8.8411	34.6858	26.8958	1.4652e-01	-0.0035	0.560	1486.90	72.592	4.7103	7.531148
08 47	98.193	8.8399	34.6863	26.8964	1.4652e-01	-0.0047	0.568	1486.89	72.585	4.7099	7.531149
08 47	98.205	8.8388	34.6871	26.8972	1.4652e-01	-0.0035	0.619	1486.89	72.576	4.7095	7.531149
08 47	98.226	8.8389	34.6872	26.8972	1.4652e-01	-0.0010	0.656	1486.89	72.567	4.7089	7.531150
08 47	98.229	8.8391	34.6872	26.8972	1.4652e-01	-0.0022	0.648	1486.89	72.558	4.7083	7.531150
08 47	98.286	8.8398	34.6863	26.8964	1.4652e-01	-0.0022	0.626	1486.89	72.548	4.7076	7.531151
08 47	98.303	8.8392	34.6865	26.8966	1.4652e-01	-0.0022	0.615	1486.89	72.544	4.7074	7.531151
08 47	98.311	8.8393	34.6855	26.8958	1.4652e-01	-0.0035	0.608	1486.89	72.533	4.7067	7.531152
08 47	98.326	8.8386	34.6854	26.8958	1.4652e-01	-0.0047	0.608	1486.89	72.522	4.7060	7.531152
08 47	98.363	8.8376	34.6854	26.8960	1.4652e-01	-0.0059	0.608	1486.89	72.579	4.7099	7.531153
08 47	98.371	8.8370	34.6850	26.8958	1.4652e-01	-0.0059	0.608	1486.88	72.519	4.7060	7.531153
08 47	98.399	8.8370	34.6847	26.8955	1.4652e-01	-0.0047	0.608	1486.88	72.513	4.7057	7.531154
08 47	98.420	8.8364	34.6848	26.8957	1.4652e-01	-0.0059	0.601	1486.88	72.507	4.7053	7.531154
08 47	98.448	8.8351	34.6848	26.8959	1.4652e-01	-0.0071	0.597	1486.88	72.501	4.7051	7.531155
08 47	98.471	8.8337	34.6861	26.8972	1.4652e-01	-0.0059	0.593	1486.87	72.495	4.7048	7.531155
08 47	98.494	8.8337	34.6864	26.8974	1.4652e-01	-0.0022	0.608	1486.87	72.488	4.7043	7.531155
08 47	98.508	8.8339	34.6865	26.8974	1.4652e-01	-0.0022	0.656	1486.88	72.550	4.7083	7.531156
08 47	98.541	8.8337	34.6868	26.8977	1.4652e-01	0.0002	0.703	1486.88	72.495	4.7048	7.531156
08 47	98.544	8.8337	34.6874	26.8982	1.4652e-01	0.0014	0.711	1486.88	72.487	4.7043	7.531157
08 47	98.580	8.8334	34.6883	26.8989	1.4652e-01	-0.0010	0.685	1486.88	72.487	4.7042	7.531157
08 47	98.601	8.8333	34.6895	26.8999	1.4652e-01	-0.0022	0.663	1486.88	72.487	4.7042	7.531158
08 47	98.618	8.8357	34.6883	26.8986	1.4652e-01	-0.0059	0.645	1486.89	72.486	4.7039	7.531158
08 47	98.650	8.8384	34.6849	26.8955	1.4652e-01	-0.0059	0.626	1486.89	72.486	4.7037	7.531159
08 47	98.665	8.8380	34.6823	26.8935	1.4652e-01	-0.0083	0.641	1486.89	72.485	4.7038	7.531159
08 47	98.689	8.8339	34.6828	26.8946	1.4652e-01	-0.0071	0.656	1486.87	72.485	4.7042	7.531160
08 47	98.711	8.8304	34.6837	26.8958	1.4652e-01	-0.0071	0.659	1486.86	72.485	4.7046	7.531160
08 47	98.738	8.8290	34.6834	26.8958	1.4652e-01	-0.0071	0.648	1486.86	72.485	4.7047	7.531161
08 47	98.748	8.8279	34.6823	26.8951	1.4652e-01	-0.0083	0.630	1486.85	72.484	4.7048	7.531161
08 47	98.774	8.8260	34.6817	26.8950	1.4652e-01	-0.0083	0.608	1486.84	72.484	4.7050	7.531162
08 47	98.799	8.8239	34.6829	26.8962	1.4652e-01	-0.0108	0.597	1486.84	72.484	4.7052	7.531162
08 47	98.820	8.8237	34.6854	26.8982	1.4652e-01	-0.0096	0.590	1486.84	72.484	4.7051	7.531163
08 47	98.848	8.8244	34.6885	26.9005	1.4652e-01	-0.0083	0.582	1486.85	72.483	4.7049	7.531163
08 47	98.872	8.8279	34.6887	26.9001	1.4652e-01	-0.0083	0.579	1486.86	72.483	4.7045	7.531164
08 47	98.880	8.8311	34.6872	26.8985	1.4652e-01	-0.0059	0.579	1486.87	72.482	4.7042	7.531164
08 47	98.919	8.8325	34.6860	26.8972	1.4652e-01	-0.0047	0.579	1486.88	72.482	4.7040	7.531165
08 47	98.929	8.8337	34.6851	26.8964	1.4652e-01	-0.0022	0.579	1486.88	72.481	4.7039	7.531165
08 47	98.955	8.8344	34.6842	26.8956	1.4652e-01	-0.0010	0.586	1486.88	72.481	4.7038	7.531166
08 47	98.980	8.8353	34.6830	26.8945	1.4652e-01	0.0002	0.590	1486.88	72.480	4.7037	7.531166
08 47	99.003	8.8351	34.6824	26.8940	1.4652e-01	-0.0010	0.586	1486.88	72.480	4.7038	7.531167
08 47	99.029	8.8337	34.6835	26.8951	1.4652e-01	-0.0010	0.582	1486.88	72.480	4.7039	7.531167
08 47	99.053	8.8324	34.6834	26.8952	1.4652e-01	-0.0047	0.586	1486.88	72.479	4.7040	7.531168
08 47	99.075	8.8292	34.6817	26.8944	1.4652e-01	-0.0071	0.590	1486.86	72.479	4.7044	7.531168
08 47	99.102	8.8234	34.6792	26.8934	1.4652e-01	-0.0071	0.593	1486.84	72.479	4.7050	7.531168
08 47	99.125	8.8141	34.6808	26.8961	1.4652e-01	-0.0071	0.590	1486.81	72.479	4.7060	7.531169
08 47	99.148	8.8071	34.6834	26.8992	1.4652e-01	-0.0071	0.586	1486.78	72.479	4.7066	7.531169
08 47	99.174	8.8042	34.6828	26.8992	1.4652e-01	-0.0071	0.579	1486.77	72.479	4.7069	7.531170
08 47	99.187	8.8011	34.6849	26.9014	1.4652e-01	-0.0083	0.575	1486.76	72.479	4.7072	7.531170
08 47	99.220	8.8025	34.6879	26.9035	1.4652e-01	-0.0083	0.575	1486.77	72.417	4.7029	7.531171
08 47	99.234	8.8075	34.6886	26.9033	1.4652e-01	-0.0083	0.575	1486.79	72.409	4.7019	7.531171
08 47	99.259	8.8113	34.6879	26.9021	1.4652e-01	-0.0096	0.582	1486.81	72.402	4.7010	7.531172
08 47	99.282	8.8132	34.6874	26.9014	1.4652e-01	-0.0108	0.582	1486.81	72.395	4.7004	7.531172
08 47	99.295	8.8141	34.6875	26.9013	1.4652e-01	-0.0120	0.582	1486.82	72.389	4.6999	7.531173
08 47	99.332	8.8150	34.6873	26.9011	1.4652e-01	-0.0096	0.586	1486.82	72.383	4.6994	7.531173
08 47	99.342	8.8154	34.6872	26.9009	1.4652e-01	-0.0071	0.586	1486.82	72.377	4.6990	7.531174
08 47	99.368	8.8154	34.6873	26.9010	1.4652e-01	-0.0059	0.586	1486.82	72.372	4.6987	7.531174
08 47	99.404	8.8154	34.6871	26.9008	1.4652e-01	-0.0059	0.593	1486.82	72.367	4.6983	7.531175
08 47	99.414	8.8150	34.6868	26.9007	1.4652e-01	-0.0047	0.597	1486.82	72.362	4.6981	7.531175
08 47	99.442	8.8144	34.6867	26.9007	1.4652e-01	-0.0059	0.593	1486.82	72.296	4.6938	7.531176
08 47	99.465	8.8140	34.6873	26.9012	1.4652e-01	-0.0035	0.597	1486.82	72.292	4.6936	7.531176
08 47	99.478	8.8141	34.6867	26.9007	1.4652e-01	-0.0047	0.593	1486.82	72.282	4.6930	7.531177
08 47	99.512	8.8139	34.6864	26.9005	1.4652e-01	-0.0059	0.593	1486.82	72.273	4.6924	7.531177
08 47	99.525	8.8135	34.6868	26.9009	1.4652e-01	-0.0035	0.608	1486.82	72.264	4.6918	7.531178
08 47	99.538	8.8132	34.6865	26.9007	1.4652e-01	-0.0047	0.630	1486.82	72.255	4.6913	7.531178
08 47	99.584	8.8127	34.6860	26.9004	1.5873e-01	-0.0071	0.637	1486.81	72.186	4.6869	7.531179
08 47	99.598	8.8122	34.6863	26.9007	1.4652e-01	-0.0071	0.634	1486.81	72.172	4.6860	7.531179
08 47	99.610	8.8119	34.6857	26.9003	1.4652e-01	-0.0083	0.637	1486.81	72.166	4.6857	7.531180
08 47	99.633	8.8109	34.6865	26.9011	1.4652e-01	-0.0071	0.630	1486.81	72.154	4.6850	7.531180
08 47	99.659	8.8099	34.6875	26.9020	1.4652e-01	-0.0059	0.619	1486.81	72.143	4.6844	7.531181
08 47	99.672	8.8099	34.6876	26.9021	1.4652e-01	-0.0022	0.601	1486.81	72.133	4.6837	7.531181
08 47	99.695	8.8106	34.6870	26.9015	1.4652e-01	-0.0035	0.590	1486.81	72.124	4.6831	7.531182
08 47	99.731	8.8117	34.6857	26.9004	1.4652e-01	-0.0022	0.582	1486.81	72.116	4.6825	7.531182
08 47	99.744	8.8117	34.6849	26.8997	1.4652e-01	-0.0022	0.582	1486.81	72.046	4.6780	7.531182
08 47	99.757	8.8110	34.6845	26.8995	1.4652e-01	-0.0022	0.582	1486.81	72.033	4.6772	7.531183
08 47	99.766	8.8102	34.6842	26.8994	1.4652e-01	-0.0047	0.579	1486.81	72.021	4.6765	7.531183
08 47	99.817	8.8086	34.6834	26.8990	1.4652e-01	-0.0035	0.575	1486.80	72.010	4.6760	7.531184
08 47	99.817	8.8068	34.6837	26.8995	1.4652e-01	-0.0047	0.575	1486.79	72.000	4.6755	7.531184
08 47	99.853	8.8050	34.6844	26.9003	1.4652e-01	-0.0047	0.579	1486.79	71.992	4.6751	7.531185
08 47	99.863	8.8033	34.6849	26.9010	1.4652e-01	-0.0035	0.582	1486.78	71.984	4.6748	7.531185
08 47	99.877	8.8023	34.6851	26.9013	1.4652e-01	-0.0035	0.579	1486.78	71.978	4.6745	7.531186
08 47	99.913	8.8015	34.6856	26.9019	1.4652e-01	-0.0071	0.579	1486.78	71.911	4.6702	7.531186
08 47	99.913	8.8005	34.6862	26.9025	1.4652e-01	-0.0083	0.575	1486.78	71.900	4.6696	7.531187
08 47	99.948	8.8005	34.6858	26.9022	1.4652e-01	-0.0096	0.575	1486.78	71.891	4.6690	7.531187
08 47	99.974	8.8004	34.6859	26.9023	1.4652e-01	-0.0096	0.571	1486.78	71.883	4.6685	7.531188
08 47	99.974	8.7999	34.6858	26.9023	1.4652e-01	-0.0071	0.568	1486.77	71.877	4.6682	7.531188
08 47	100.011	8.7990	34.6859	26.9025	1.4652e-01	-0.0059	0.560	1486.77	71.872	4.6679	7.531189
08 47	100.021	8.7986	34.6854	26.9022	1.5873e-01	-0.0059	0.560	1486.77	71.869	4.6678	7.531189
08 47	100.047	8.7971	34.6861	26.9029	1.4652e-01	-0.0059	0.557	1486.77	71.805	4.6638	7.531190
08 47	100.059	8.7960	34.6863	26.9032	1.5873e-01	-0.0059	0.557	1486.76	71.798	4.6634	7.531190
08 47	100.083	8.7950	34.6864	26.9035	1.5873e-01	-0.0059	0.564	1486.76	71.792	4.6632	7.531191
08 47	100.094	8.7948	34.6862	26.9033	1.5873e-01	-0.0047	0.571	1486.76	71.789	4.6629	7.531191
08 47	100.107	8.7947	34.6862	26.9034	1.5873e-01	-0.0035	0.582	1486.76	71.787	4.6628	7.531192
08 47	100.143	8.7948	34.6865	26.9036	1.4652e-01	-0.0047	0.582	1486.76	71.787	4.6628	7.531192
08 47	100.168	8.7950	34.6868	26.9038	1.4652e-01	-0.0059	0.579	1486.76	71.789	4.6629	7.531193
08 47	100.166	8.7953	34.6868	26.9038	1.4652e-01	-0.0035	0.579	1486.76	71.792	4.6631	7.531193
08 47	100.204	8.7957	34.6865	26.9035	1.4652e-01	-0.0059	0.586	1486.76	71.735	4.6594	7.531194
08 47	100.217	8.7958	34.6867	26.9036	1.4652e-01	-0.0071	0.593	1486.76	71.735	4.6594	7.531194
08 47	100.228	8.7958	34.6864	26.9034	1.4652e-01	-0.0096	0.593	1486.76	71.730	4.6590	7.531195
08 47	100.251	8.7957	34.6865	26.9035	1.4652e-01	-0.0108	0.593	1486.76	71.727	4.6588	7.531195
08 47	100.266	8.7957	34.6866	26.9035	1.4652e-01	-0.0108	0.590	1486.76	71.725	4.6587	7.531196
08 47	100.302	8.7958	34.6863	26.9033	1.4652e-01	-0.0108	0.597	1486.76	71.664	4.6547	7.531196
08 47	100.313	8.7960	34.6862	26.9032	1.4652e-01	-0.0096	0.597	1486.77	71.659	4.6544	7.531196
08 47	100.326	8.7958	34.6864	26.9034	1.4652e-01	-0.0071	0.597	1486.77	71.656	4.6542	7.531197
08 47	100.360	8.7961	34.6862	26.9032	1.4652e-01	-0.0047	0.593	1486.77	71.655	4.6541	7.531197
08 47	100.374	8.7966	34.6869	26.9037	1.4652e-01	-0.0022	0.590	1486.77	71.656	4.6542	7.531198
08 47	100.387	8.7973	34.6866	26.9033	1.4652e-01	-0.0010	0.582	1486.77	71.660	4.6543	7.531198
08 47	100.411	8.7974	34.6859	26.9027	1.4652e-01	-0.0047	0.579	1486.77	71.603	4.6507	7.531199
08 47	100.434	8.7968	34.6848	26.9020	1.4652e-01	-0.0035	0.571	1486.77	71.597	4.6503	7.531199
08 47	100.457	8.7964	34.6831	26.9007	1.4652e-01	-0.0035	0.571	1486.77	71.592	4.6501	7.531200
08 47	100.471	8.7950	34.6829	26.9007	1.4652e-01	-0.0047	0.571	1486.76	71.590	4.6501	7.531200
08 47	100.496	8.7919	34.6843	26.9023	1.4652e-01	-0.0071	0.571	1486.75	71.590	4.6504	7.531201
08 47	100.507	8.7893	34.6830	26.9017	1.4652e-01	-0.0047	0.571	1486.74	71.591	4.6508	7.531201
08 47	100.530	8.7837	34.6819	26.9018	1.4652e-01	-0.0071	0.571	1486.72	71.595	4.6517	7.531202
08 47	100.543	8.7771	34.6815	26.9025	1.4652e-01	-0.0083	0.579	1486.69	71.532	4.6482	7.531202
08 47	100.581	8.7747	34.6813	26.9027	1.4652e-01	-0.0083	0.586	1486.69	71.526	4.6481	7.531203
08 47	100.592	8.7715	34.6814	26.9033	1.4652e-01	-0.0071	0.593	1486.67	71.521	4.6481	7.531203
08 47	100.617	8.7668	34.6833	26.9055	1.4652e-01	-0.0108	0.590	1486.66	71.519	4.6484	7.531204
08 47	100.617	8.7618	34.6872	26.9093	1.4652e-01	-0.0108	0.586	1486.65	71.519	4.6488	7.531204
08 47	100.664	8.7600	34.6886	26.9108	1.4652e-01	-0.0096	0.590	1486.64	71.521	4.6490	7.531205
08 47	100.677	8.7598	34.6884	26.9106	1.4652e-01	-0.0108	0.593	1486.64	71.524	4.6493	7.531205
08 47	100.702	8.7600	34.6882	26.9104	1.4652e-01	-0.0108	0.590	1486.64	71.530	4.6497	7.531206
08 47	100.713	8.7598	34.6893	26.9113	1.4652e-01	-0.0120	0.582	1486.64	71.469	4.6457	7.531206
08 47	100.751	8.7593	34.6905	26.9123	1.4652e-01	-0.0120	0.579	1486.64	71.526	4.6494	7.531207
08 47	100.749	8.7608	34.6896	26.9115	1.4652e-01	-0.0096	0.579	1486.65	71.468	4.6455	7.531207
08 47	100.786	8.7623	34.6880	26.9099	1.4652e-01	-0.0071	0.582	1486.65	71.468	4.6454	7.531208
08 47	100.811	8.7621	34.6871	26.9093	1.4652e-01	-0.0071	0.582	1486.65	71.469	4.6455	7.531208
08 47	100.822	8.7605	34.6875	26.9098	1.4652e-01	-0.0071	0.582	1486.64	71.473	4.6459	7.531209
08 47	100.847	8.7595	34.6872	26.9098	1.4652e-01	-0.0083	0.593	1486.64	71.416	4.6423	7.531209
08 47	100.883	8.7605	34.6870	26.9094	1.4652e-01	-0.0047	0.597	1486.64	71.417	4.6423	7.531209
08 47	100.883	8.7603	34.6870	26.9095	1.4652e-01	-0.0059	0.593	1486.64	71.413	4.6420	7.531210
08 47	100.920	8.7593	34.6883	26.9106	1.4652e-01	-0.0059	0.586	1486.64	71.411	4.6420	7.531210
08 47	100.920	8.7582	34.6888	26.9112	1.4652e-01	-0.0047	0.582	1486.64	71.410	4.6421	7.531211
08 47	100.956	8.7580	34.6892	26.9115	1.4652e-01	-0.0035	0.579	1486.64	71.412	4.6422	7.531211
08 47	100.981	8.7580	34.6897	26.9119	1.4652e-01	-0.0022	0.582	1486.64	71.355	4.6384	7.531212
08 47	101.005	8.7587	34.6896	26.9117	1.4652e-01	-0.0022	0.582	1486.64	71.354	4.6383	7.531212
08 47	101.015	8.7587	34.6897	26.9118	1.4652e-01	-0.0047	0.579	1486.64	71.356	4.6384	7.531213
08 47	101.052	8.7593	34.6891	26.9113	1.4652e-01	-0.0059	0.579	1486.65	71.352	4.6382	7.531213
08 47	101.065	8.7604	34.6879	26.9102	1.4652e-01	-0.0059	0.579	1486.65	71.351	4.6380	7.531214
08 47	101.101	8.7603	34.6881	26.9103	1.4652e-01	-0.0059	0.579	1486.65	71.352	4.6381	7.531214
08 47	101.113	8.7601	34.6885	26.9107	1.4652e-01	-0.0059	0.575	1486.65	71.355	4.6382	7.531215
08 47	101.137	8.7599	34.6887	26.9108	1.4652e-01	-0.0035	0.571	1486.65	71.360	4.6386	7.531215
08 47	101.150	8.7601	34.6898	26.9116	1.4652e-01	-0.0010	0.568	1486.65	71.305	4.6349	7.531216
08 47	101.185	8.7619	34.6887	26.9105	1.4652e-01	-0.0035	0.571	1486.66	71.307	4.6349	7.531216
08 47	101.211	8.7636	34.6885	26.9101	1.4652e-01	-0.0059	0.586	1486.66	71.311	4.6351	7.531217
08 47	101.222	8.7654	34.6879	26.9093	1.4652e-01	-0.0047	0.608	1486.67	71.311	4.6349	7.531217
08 47	101.247	8.7656	34.6880	26.9094	1.4652e-01	-0.0035	0.626	1486.67	71.313	4.6350	7.531218
08 47	101.271	8.7658	34.6874	26.9089	1.4652e-01	-0.0022	0.630	1486.67	71.316	4.6352	7.531218
08 47	101.296	8.7656	34.6878	26.9093	1.4652e-01	-0.0047	0.623	1486.67	71.322	4.6356	7.531219
08 47	101.320	8.7644	34.6892	26.9105	1.4652e-01	-0.0071	0.615	1486.67	71.330	4.6362	7.531219
08 47	101.332	8.7644	34.6890	26.9104	1.4652e-01	-0.0071	0.604	1486.67	71.271	4.6323	7.531220
08 47	101.356	8.7651	34.6883	26.9097	1.4652e-01	-0.0083	0.593	1486.67	71.268	4.6321	7.531220
08 47	101.392	8.7653	34.6877	26.9092	1.4652e-01	-0.0071	0.586	1486.67	71.268	4.6321	7.531221
08 47	101.405	8.7654	34.6878	26.9093	1.4652e-01	-0.0059	0.582	1486.67	71.270	4.6322	7.531221
08 47	101.416	8.7648	34.6885	26.9099	1.4652e-01	-0.0035	0.586	1486.67	71.273	4.6325	7.531222
08 47	101.452	8.7649	34.6882	26.9096	1.4652e-01	-0.0022	0.586	1486.67	71.279	4.6328	7.531222
08 47	101.477	8.7649	34.6886	26.9099	1.4652e-01	-0.0022	0.586	1486.67	71.280	4.6329	7.531223
08 47	101.501	8.7654	34.6880	26.9094	1.4652e-01	-0.0035	0.586	1486.67	71.282	4.6330	7.531223
08 47	101.514	8.7652	34.6876	26.9091	1.4652e-01	-0.0047	0.579	1486.67	71.286	4.6333	7.531223
08 47	101.537	8.7650	34.6875	26.9091	1.4652e-01	-0.0071	0.575	1486.67	71.230	4.6296	7.531224
08 47	101.573	8.7647	34.6871	26.9088	1.4652e-01	-0.0083	0.571	1486.67	71.231	4.6298	7.531224
08 47	101.575	8.7638	34.6874	26.9092	1.4652e-01	-0.0096	0.571	1486.67	71.295	4.6340	7.531225
08 47	101.611	8.7631	34.6878	26.9096	1.4652e-01	-0.0083	0.575	1486.67	71.245	4.6308	7.531225
08 47	101.635	8.7625	34.6878	26.9097	1.4652e-01	-0.0047	0.579	1486.67	71.245	4.6309	7.531226
08 47	101.647	8.7623	34.6880	26.9099	1.4652e-01	-0.0022	0.579	1486.67	71.246	4.6309	7.531226
08 47	101.684	8.7620	34.6887	26.9105	1.4652e-01	-0.0022	0.579	1486.67	71.249	4.6312	7.531227
08 47	101.695	8.7617	34.6888	26.9106	1.4652e-01	-0.0010	0.579	1486.67	71.253	4.6315	7.531227
08 47	101.720	8.7615	34.6899	26.9115	1.4652e-01	-0.0035	0.579	1486.67	71.260	4.6319	7.531228
08 47	101.744	8.7622	34.6914	26.9126	1.4652e-01	-0.0022	0.575	1486.67	71.268	4.6323	7.531228
08 47	101.769	8.7629	34.6943	26.9147	1.4652e-01	-0.0035	0.579	1486.68	71.278	4.6328	7.531229
08 47	101.780	8.7646	34.6940	26.9142	1.4652e-01	-0.0059	0.586	1486.68	71.289	4.6334	7.531229
08 47	101.805	8.7655	34.6915	26.9122	1.4652e-01	-0.0071	0.608	1486.68	71.295	4.6337	7.531230
08 47	101.828	8.7666	34.6853	26.9071	1.4652e-01	-0.0083	0.615	1486.68	71.310	4.6348	7.531230
08 47	101.865	8.7644	34.6834	26.9060	1.4652e-01	-0.0096	0.612	1486.67	71.320	4.6357	7.531231
08 47	101.865	8.7612	34.6859	26.9084	1.4652e-01	-0.0108	0.604	1486.66	71.269	4.6326	7.531231
08 47	101.890	8.7579	34.6868	26.9097	1.4652e-01	-0.0096	0.608	1486.65	71.336	4.6373	7.531232
08 47	101.926	8.7537	34.6872	26.9106	1.4652e-01	-0.0083	0.630	1486.64	71.289	4.6347	7.531232
08 47	101.939	8.7505	34.6882	26.9119	1.4652e-01	-0.0096	0.623	1486.63	71.290	4.6351	7.531233
08 47	101.962	8.7489	34.6895	26.9132	1.4652e-01	-0.0059	0.601	1486.62	71.293	4.6354	7.531233
08 47	101.975	8.7488	34.6898	26.9135	1.4652e-01	-0.0035	0.586	1486.62	71.298	4.6357	7.531234
08 47	102.011	8.7489	34.6905	26.9140	1.4652e-01	-0.0047	0.579	1486.63	71.304	4.6360	7.531234
08 47	102.024	8.7497	34.6903	26.9137	1.4652e-01	-0.0059	0.579	1486.63	71.311	4.6364	7.531235
08 47	102.046	8.7504	34.6902	26.9135	1.4652e-01	-0.0083	0.582	1486.63	71.319	4.6369	7.531235
08 47	102.084	8.7510	34.6898	26.9131	1.4652e-01	-0.0059	0.586	1486.63	71.261	4.6330	7.531236
08 47	102.095	8.7515	34.6888	26.9122	1.4652e-01	-0.0047	0.582	1486.63	71.258	4.6328	7.531236
08 47	102.108	8.7512	34.6886	26.9122	1.4652e-01	-0.0059	0.579	1486.63	71.256	4.6328	7.531236
08 47	102.131	8.7507	34.6890	26.9125	1.4652e-01	-0.0071	0.590	1486.63	71.257	4.6328	7.531237
08 47	102.156	8.7502	34.6889	26.9125	1.4652e-01	-0.0071	0.597	1486.63	71.258	4.6330	7.531237
08 47	102.169	8.7497	34.6893	26.9129	1.4652e-01	-0.0083	0.619	1486.63	71.261	4.6332	7.531238
08 47	102.193	8.7511	34.6883	26.9119	1.4652e-01	-0.0083	0.626	1486.63	71.266	4.6334	7.531238
08 47	102.229	8.7521	34.6876	26.9112	1.4652e-01	-0.0083	0.619	1486.64	71.272	4.6337	7.531239
08 47	102.241	8.7513	34.6883	26.9119	1.4652e-01	-0.0071	0.608	1486.64	71.272	4.6338	7.531239
08 47	102.265	8.7510	34.6884	26.9120	1.4652e-01	-0.0059	0.601	1486.63	71.274	4.6339	7.531240
08 47	102.265	8.7508	34.6884	26.9121	1.4652e-01	-0.0059	0.590	1486.63	71.276	4.6341	7.531240
08 47	102.301	8.7510	34.6886	26.9121	1.4652e-01	-0.0059	0.582	1486.64	71.280	4.6343	7.531241
08 47	102.326	8.7508	34.6885	26.9121	1.4652e-01	-0.0047	0.575	1486.64	71.285	4.6347	7.531241
08 47	102.339	8.7501	34.6892	26.9128	1.4652e-01	-0.0071	0.571	1486.63	71.291	4.6351	7.531242
08 47	102.363	8.7500	34.6896	26.9131	1.4652e-01	-0.0096	0.571	1486.63	71.298	4.6356	7.531242
08 47	102.374	8.7501	34.6894	26.9129	1.4652e-01	-0.0120	0.568	1486.63	71.245	4.6321	7.531243
08 47	102.399	8.7500	34.6893	26.9128	1.4652e-01	-0.0108	0.568	1486.63	71.302	4.6358	7.531243
08 47	102.423	8.7501	34.6895	26.9130	1.4652e-01	-0.0096	0.579	1486.64	71.306	4.6360	7.531244
08 47	102.448	8.7503	34.6898	26.9132	1.4652e-01	-0.0071	0.586	1486.64	71.310	4.6363	7.531244
08 47	102.459	8.7513	34.6895	26.9128	1.4652e-01	-0.0059	0.586	1486.64	71.315	4.6365	7.531245
08 47	102.484	8.7513	34.6888	26.9122	1.4652e-01	-0.0071	0.579	1486.64	71.321	4.6370	7.531245
08 47	102.495	8.7505	34.6886	26.9123	1.4652e-01	-0.0083	0.571	1486.64	71.328	4.6375	7.531246
08 47	102.520	8.7492	34.6895	26.9132	1.4652e-01	-0.0083	0.568	1486.63	71.336	4.6381	7.531246
08 47	102.544	8.7493	34.6892	26.9129	1.4652e-01	-0.0047	0.568	1486.63	71.345	4.6387	7.531247
08 47	102.556	8.7492	34.6897	26.9133	1.4652e-01	-0.0047	0.571	1486.63	71.355	4.6393	7.531247
08 47	102.569	8.7495	34.6896	26.9132	1.4652e-01	-0.0047	0.579	1486.64	71.358	4.6395	7.531248
08 47	102.605	8.7498	34.6897	26.9132	1.4652e-01	-0.0083	0.586	1486.64	71.361	4.6397	7.531248
08 47	102.618	8.7510	34.6899	26.9131	1.4652e-01	-0.0096	0.586	1486.64	71.373	4.6403	7.531249
08 47	102.641	8.7522	34.6894	26.9126	1.4652e-01	-0.0083	0.579	1486.65	71.378	4.6405	7.531249
08 47	102.641	8.7537	34.6894	26.9124	1.4652e-01	-0.0096	0.571	1486.65	71.384	4.6408	7.531250
08 47	102.678	8.7542	34.6895	26.9123	1.4652e-01	-0.0096	0.575	1486.65	71.328	4.6371	7.531250
08 47	102.690	8.7554	34.6879	26.9109	1.4652e-01	-0.0071	0.575	1486.66	71.390	4.6410	7.531250
08 47	102.714	8.7551	34.6871	26.9104	1.4652e-01	-0.0059	0.579	1486.66	71.336	4.6376	7.531251
08 47	102.738	8.7532	34.6873	26.9108	1.4652e-01	-0.0059	0.575	1486.65	71.338	4.6379	7.531251
08 47	102.750	8.7516	34.6872	26.9109	1.4652e-01	-0.0071	0.571	1486.64	71.341	4.6382	7.531252
08 47	102.763	8.7503	34.6877	26.9115	1.4652e-01	-0.0083	0.571	1486.64	71.344	4.6386	7.531252
08 47	102.763	8.7493	34.6878	26.9118	1.4652e-01	-0.0096	0.571	1486.64	71.348	4.6390	7.531253
08 47	102.823	8.7483	34.6880	26.9121	1.4652e-01	-0.0083	0.571	1486.63	71.354	4.6394	7.531253
08 47	102.823	8.7477	34.6881	26.9123	1.4652e-01	-0.0059	0.568	1486.63	71.360	4.6399	7.531254
08 47	102.835	8.7466	34.6889	26.9131	1.4652e-01	-0.0083	0.568	1486.63	71.367	4.6404	7.531254
08 47	102.859	8.7456	34.6895	26.9137	1.4652e-01	-0.0096	0.571	1486.63	71.367	4.6405	7.531255
08 47	102.872	8.7459	34.6891	26.9134	1.5873e-01	-0.0096	0.571	1486.63	71.376	4.6411	7.531255
08 47	102.895	8.7451	34.6894	26.9137	1.4652e-01	-0.0071	0.568	1486.62	71.378	4.6413	7.531256
08 47	102.920	8.7443	34.6897	26.9141	1.4652e-01	-0.0083	0.571	1486.62	71.319	4.6375	7.531256
08 47	102.944	8.7442	34.6897	26.9141	1.4652e-01	-0.0071	0.582	1486.62	71.315	4.6373	7.531257
08 47	102.957	8.7440	34.6897	26.9141	1.4652e-01	-0.0071	0.586	1486.62	71.374	4.6411	7.531257
08 47	102.969	8.7442	34.6894	26.9138	1.4652e-01	-0.0071	0.608	1486.62	71.379	4.6414	7.531258
08 47	102.993	8.7444	34.6894	26.9138	1.4652e-01	-0.0083	0.626	1486.62	71.323	4.6377	7.531258
08 47	103.018	8.7441	34.6898	26.9141	1.4652e-01	-0.0083	0.619	1486.62	71.322	4.6377	7.531259
08 47	103.029	8.7443	34.6891	26.9136	1.4652e-01	-0.0096	0.608	1486.62	71.315	4.6372	7.531259
