%StNo BotDep	DepSM	Potemp090C	Sal00	Sigma-t00	FlSP	WetStar	SeaTurbMtr	SvCM	Sbeox0PS	Sbeox0ML/L	TimeJ
08 47	46.597	9.0191	33.1168	25.6399	1.5873e-01	0.1138	0.575	1484.75	65.871	4.3014	7.347906
08 47	46.630	9.0187	33.1130	25.6370	1.5873e-01	0.1150	0.575	1484.74	65.856	4.3006	7.347907
08 47	46.654	9.0181	33.1091	25.6340	1.5873e-01	0.1150	0.571	1484.74	65.838	4.2995	7.347907
08 47	46.646	9.0176	33.1083	25.6335	1.5873e-01	0.1162	0.571	1484.73	65.822	4.2985	7.347908
08 47	46.701	9.0169	33.1091	25.6342	1.5873e-01	0.1162	0.571	1484.73	65.803	4.2973	7.347908
08 47	46.693	9.0169	33.1096	25.6346	1.5873e-01	0.1150	0.571	1484.73	65.848	4.3003	7.347908
08 47	46.714	9.0167	33.1090	25.6342	1.5873e-01	0.1138	0.575	1484.73	65.835	4.2995	7.347909
08 47	46.726	9.0165	33.1089	25.6341	1.7094e-01	0.1150	0.579	1484.73	65.826	4.2989	7.347909
08 47	46.766	9.0171	33.1083	25.6336	1.5873e-01	0.1162	0.579	1484.73	65.813	4.2980	7.347910
08 47	46.797	9.0167	33.1081	25.6334	1.5873e-01	0.1162	0.575	1484.73	65.805	4.2975	7.347910
08 47	46.778	9.0174	33.1071	25.6326	1.5873e-01	0.1150	0.568	1484.73	65.792	4.2966	7.347911
08 47	46.810	9.0178	33.1085	25.6336	1.5873e-01	0.1138	0.560	1484.74	65.838	4.2996	7.347911
08 47	46.826	9.0183	33.1095	25.6343	1.5873e-01	0.1150	0.557	1484.74	65.826	4.2987	7.347912
08 47	46.846	9.0186	33.1103	25.6349	1.5873e-01	0.1125	0.560	1484.74	65.818	4.2981	7.347912
08 47	46.857	9.0185	33.1103	25.6349	1.5873e-01	0.1138	0.568	1484.74	65.807	4.2974	7.347913
08 47	46.898	9.0172	33.1084	25.6336	1.5873e-01	0.1125	0.586	1484.74	65.792	4.2966	7.347913
08 47	46.906	9.0159	33.1064	25.6322	1.5873e-01	0.1113	0.586	1484.73	65.843	4.3001	7.347914
08 47	46.933	9.0151	33.1046	25.6310	1.5873e-01	0.1101	0.579	1484.72	65.837	4.2998	7.347914
08 47	46.942	9.0147	33.1047	25.6311	1.5873e-01	0.1125	0.575	1484.72	65.827	4.2992	7.347915
08 47	46.958	9.0144	33.1058	25.6320	1.5873e-01	0.1101	0.571	1484.72	65.821	4.2988	7.347915
08 47	46.977	9.0146	33.1078	25.6336	1.5873e-01	0.1113	0.575	1484.73	65.812	4.2982	7.347916
08 47	46.994	9.0149	33.1094	25.6348	1.5873e-01	0.1125	0.575	1484.73	65.862	4.3014	7.347916
08 47	47.026	9.0156	33.1089	25.6343	1.5873e-01	0.1125	0.571	1484.73	65.854	4.3008	7.347917
08 47	47.039	9.0153	33.1091	25.6345	1.5873e-01	0.1125	0.575	1484.73	65.850	4.3006	7.347917
08 47	47.067	9.0160	33.1094	25.6346	1.5873e-01	0.1089	0.586	1484.74	65.905	4.3041	7.347918
08 47	47.086	9.0168	33.1102	25.6351	1.5873e-01	0.1113	0.579	1484.74	65.902	4.3038	7.347918
08 47	47.089	9.0170	33.1117	25.6362	1.5873e-01	0.1113	0.568	1484.74	65.903	4.3038	7.347919
08 47	47.122	9.0172	33.1130	25.6372	1.5873e-01	0.1138	0.560	1484.74	65.901	4.3036	7.347919
08 47	47.150	9.0178	33.1132	25.6373	1.5873e-01	0.1113	0.560	1484.75	65.958	4.3072	7.347920
08 47	47.146	9.0177	33.1143	25.6381	1.5873e-01	0.1101	0.560	1484.75	65.956	4.3071	7.347920
08 47	47.185	9.0175	33.1154	25.6390	1.5873e-01	0.1101	0.557	1484.75	65.960	4.3073	7.347921
08 47	47.206	9.0183	33.1141	25.6379	1.5873e-01	0.1101	0.553	1484.75	66.021	4.3113	7.347921
08 47	47.210	9.0184	33.1139	25.6378	1.5873e-01	0.1125	0.553	1484.75	66.025	4.3115	7.347921
08 47	47.255	9.0186	33.1146	25.6383	1.5873e-01	0.1113	0.549	1484.75	66.033	4.3120	7.347922
08 47	47.258	9.0195	33.1152	25.6386	1.5873e-01	0.1162	0.549	1484.76	66.099	4.3162	7.347922
08 47	47.280	9.0193	33.1174	25.6403	1.5873e-01	0.1174	0.549	1484.76	66.108	4.3168	7.347923
08 47	47.306	9.0197	33.1197	25.6420	1.5873e-01	0.1174	0.549	1484.77	66.113	4.3170	7.347923
08 47	47.327	9.0202	33.1232	25.6447	1.5873e-01	0.1150	0.553	1484.77	66.177	4.3211	7.347924
08 47	47.340	9.0215	33.1253	25.6462	1.5873e-01	0.1138	0.560	1484.78	66.129	4.3177	7.347924
08 47	47.354	9.0223	33.1266	25.6470	1.5873e-01	0.1174	0.571	1484.78	66.193	4.3218	7.347925
08 47	47.375	9.0229	33.1273	25.6475	1.5873e-01	0.1186	0.568	1484.79	66.200	4.3222	7.347925
08 47	47.403	9.0231	33.1287	25.6486	1.5873e-01	0.1186	0.564	1484.79	66.204	4.3224	7.347926
08 47	47.422	9.0237	33.1293	25.6489	1.7094e-01	0.1174	0.571	1484.79	66.274	4.3268	7.347926
08 47	47.439	9.0237	33.1301	25.6495	1.5873e-01	0.1162	0.575	1484.80	66.285	4.3276	7.347927
08 47	47.471	9.0241	33.1311	25.6503	1.5873e-01	0.1125	0.568	1484.80	66.355	4.3321	7.347927
08 47	47.474	9.0249	33.1320	25.6509	1.5873e-01	0.1113	0.568	1484.80	66.305	4.3287	7.347928
08 47	47.496	9.0253	33.1335	25.6520	1.5873e-01	0.1113	0.568	1484.81	66.369	4.3328	7.347928
08 47	47.523	9.0260	33.1336	25.6519	1.5873e-01	0.1150	0.568	1484.81	66.442	4.3375	7.347929
08 47	47.543	9.0262	33.1337	25.6520	1.5873e-01	0.1138	0.560	1484.81	66.451	4.3381	7.347929
08 47	47.559	9.0266	33.1329	25.6513	1.5873e-01	0.1138	0.557	1484.81	66.463	4.3389	7.347930
08 47	47.591	9.0260	33.1331	25.6516	1.5873e-01	0.1138	0.553	1484.81	66.472	4.3395	7.347930
08 47	47.606	9.0261	33.1320	25.6507	1.5873e-01	0.1150	0.553	1484.81	66.539	4.3439	7.347931
08 47	47.627	9.0262	33.1317	25.6505	1.5873e-01	0.1150	0.557	1484.81	66.547	4.3444	7.347931
08 47	47.655	9.0253	33.1318	25.6506	1.5873e-01	0.1138	0.557	1484.81	66.552	4.3448	7.347932
08 47	47.676	9.0253	33.1323	25.6510	1.5873e-01	0.1150	0.560	1484.81	66.560	4.3453	7.347932
08 47	47.691	9.0253	33.1337	25.6521	1.5873e-01	0.1150	0.560	1484.81	66.627	4.3496	7.347933
08 47	47.712	9.0257	33.1341	25.6524	1.7094e-01	0.1125	0.568	1484.81	66.634	4.3501	7.347933
08 47	47.739	9.0257	33.1342	25.6525	1.5873e-01	0.1113	0.568	1484.81	66.639	4.3504	7.347934
08 47	47.751	9.0260	33.1354	25.6534	1.5873e-01	0.1113	0.564	1484.82	66.700	4.3543	7.347934
08 47	47.760	9.0264	33.1361	25.6538	1.5873e-01	0.1125	0.568	1484.82	66.704	4.3545	7.347935
08 47	47.811	9.0269	33.1377	25.6550	1.5873e-01	0.1113	0.564	1484.82	66.710	4.3548	7.347935
08 47	47.820	9.0277	33.1400	25.6567	1.5873e-01	0.1113	0.560	1484.83	66.713	4.3548	7.347935
08 47	47.835	9.0287	33.1407	25.6571	1.5873e-01	0.1113	0.560	1484.83	66.773	4.3587	7.347936
08 47	47.881	9.0293	33.1412	25.6574	1.5873e-01	0.1101	0.560	1484.84	66.714	4.3547	7.347936
08 47	47.871	9.0298	33.1416	25.6576	1.5873e-01	0.1113	0.560	1484.84	66.766	4.3581	7.347937
08 47	47.916	9.0301	33.1426	25.6583	1.5873e-01	0.1113	0.564	1484.84	66.768	4.3581	7.347937
08 47	47.920	9.0301	33.1435	25.6591	1.5873e-01	0.1101	0.564	1484.84	66.826	4.3619	7.347938
08 47	47.941	9.0301	33.1443	25.6597	1.5873e-01	0.1113	0.568	1484.84	66.827	4.3619	7.347938
08 47	47.967	9.0305	33.1454	25.6605	1.5873e-01	0.1113	0.571	1484.85	66.823	4.3616	7.347939
08 47	47.988	9.0311	33.1461	25.6609	1.5873e-01	0.1125	0.579	1484.85	66.816	4.3611	7.347939
08 47	48.004	9.0309	33.1454	25.6604	1.5873e-01	0.1150	0.586	1484.85	66.873	4.3648	7.347940
08 47	48.001	9.0303	33.1437	25.6592	1.5873e-01	0.1150	0.590	1484.85	66.871	4.3648	7.347940
08 47	48.087	9.0295	33.1420	25.6580	1.5873e-01	0.1125	0.582	1484.84	66.866	4.3646	7.347941
08 47	48.076	9.0287	33.1413	25.6575	1.5873e-01	0.1113	0.582	1484.84	66.863	4.3645	7.347941
08 47	48.097	9.0288	33.1407	25.6571	1.5873e-01	0.1125	0.571	1484.84	66.919	4.3681	7.347942
08 47	48.123	9.0283	33.1424	25.6584	1.5873e-01	0.1138	0.571	1484.84	66.977	4.3719	7.347942
08 47	48.145	9.0280	33.1450	25.6605	1.5873e-01	0.1125	0.579	1484.84	66.915	4.3678	7.347943
08 47	48.160	9.0279	33.1498	25.6643	1.5873e-01	0.1125	0.579	1484.85	66.972	4.3714	7.347943
08 47	48.181	9.0290	33.1530	25.6667	1.5873e-01	0.1101	0.579	1484.86	66.970	4.3711	7.347944
08 47	48.196	9.0304	33.1560	25.6688	1.5873e-01	0.1077	0.582	1484.86	66.964	4.3705	7.347944
08 47	48.220	9.0330	33.1598	25.6713	1.5873e-01	0.1089	0.579	1484.88	67.023	4.3740	7.347945
08 47	48.241	9.0351	33.1636	25.6740	1.5873e-01	0.1113	0.571	1484.89	67.023	4.3737	7.347945
08 47	48.267	9.0361	33.1660	25.6757	1.5873e-01	0.1138	0.568	1484.90	67.020	4.3733	7.347946
08 47	48.301	9.0374	33.1684	25.6774	1.5873e-01	0.1101	0.571	1484.91	67.019	4.3731	7.347946
08 47	48.316	9.0381	33.1704	25.6789	1.5873e-01	0.1089	0.571	1484.91	67.076	4.3767	7.347947
08 47	48.313	9.0385	33.1739	25.6815	1.5873e-01	0.1101	0.564	1484.92	67.075	4.3765	7.347947
08 47	48.352	9.0396	33.1759	25.6829	1.5873e-01	0.1089	0.560	1484.93	67.077	4.3764	7.347948
08 47	48.376	9.0402	33.1767	25.6835	1.5873e-01	0.1113	0.560	1484.93	67.129	4.3798	7.347948
08 47	48.397	9.0406	33.1764	25.6831	1.5873e-01	0.1077	0.557	1484.93	67.130	4.3798	7.347948
08 47	48.412	9.0401	33.1763	25.6831	1.5873e-01	0.1077	0.557	1484.93	67.127	4.3796	7.347949
08 47	48.446	9.0402	33.1770	25.6836	1.5873e-01	0.1064	0.553	1484.93	67.181	4.3831	7.347949
08 47	48.461	9.0404	33.1769	25.6835	1.5873e-01	0.1064	0.549	1484.93	67.183	4.3833	7.347950
08 47	48.483	9.0406	33.1757	25.6826	1.5873e-01	0.1077	0.549	1484.93	67.182	4.3832	7.347950
08 47	48.493	9.0399	33.1754	25.6824	1.5873e-01	0.1101	0.557	1484.93	67.245	4.3873	7.347951
08 47	48.532	9.0398	33.1740	25.6814	1.5873e-01	0.1125	0.553	1484.93	67.242	4.3872	7.347951
08 47	48.542	9.0396	33.1729	25.6805	1.5873e-01	0.1113	0.549	1484.93	67.242	4.3873	7.347952
08 47	48.581	9.0394	33.1721	25.6800	1.5873e-01	0.1113	0.549	1484.92	67.307	4.3916	7.347952
08 47	48.604	9.0396	33.1723	25.6801	1.5873e-01	0.1113	0.557	1484.93	67.313	4.3919	7.347953
08 47	48.613	9.0392	33.1730	25.6807	1.5873e-01	0.1113	0.560	1484.93	67.315	4.3921	7.347953
08 47	48.652	9.0394	33.1730	25.6806	1.5873e-01	0.1113	0.560	1484.93	67.314	4.3920	7.347954
08 47	48.662	9.0392	33.1729	25.6806	1.5873e-01	0.1101	0.560	1484.93	67.315	4.3921	7.347954
08 47	48.664	9.0392	33.1730	25.6807	1.5873e-01	0.1089	0.557	1484.93	67.374	4.3959	7.347955
08 47	48.701	9.0392	33.1731	25.6808	1.5873e-01	0.1113	0.553	1484.93	67.436	4.3999	7.347955
08 47	48.734	9.0392	33.1724	25.6802	1.5873e-01	0.1089	0.553	1484.93	67.439	4.4002	7.347956
08 47	48.737	9.0392	33.1716	25.6796	1.5873e-01	0.1077	0.557	1484.93	67.445	4.4006	7.347956
08 47	48.758	9.0389	33.1702	25.6786	1.5873e-01	0.1064	0.557	1484.92	67.446	4.4008	7.347957
08 47	48.784	9.0384	33.1684	25.6772	1.5873e-01	0.1052	0.557	1484.92	67.506	4.4047	7.347957
08 47	48.821	9.0379	33.1678	25.6768	1.5873e-01	0.1064	0.557	1484.92	67.514	4.4053	7.347958
08 47	48.831	9.0376	33.1679	25.6770	1.5873e-01	0.1064	0.553	1484.92	67.517	4.4056	7.347958
08 47	48.844	9.0374	33.1683	25.6773	1.5873e-01	0.1052	0.553	1484.92	67.517	4.4055	7.347959
08 47	48.893	9.0373	33.1688	25.6777	1.5873e-01	0.1052	0.549	1484.92	67.574	4.4093	7.347959
08 47	48.878	9.0372	33.1697	25.6784	1.5873e-01	0.1077	0.549	1484.92	67.579	4.4096	7.347960
08 47	48.917	9.0373	33.1698	25.6785	1.5873e-01	0.1113	0.549	1484.92	67.573	4.4092	7.347960
08 47	48.929	9.0373	33.1701	25.6787	1.5873e-01	0.1089	0.549	1484.92	67.570	4.4090	7.347961
08 47	48.951	9.0373	33.1702	25.6788	1.5873e-01	0.1101	0.560	1484.92	67.625	4.4125	7.347961
08 47	48.977	9.0373	33.1696	25.6783	1.5873e-01	0.1101	0.571	1484.92	67.627	4.4127	7.347962
08 47	48.987	9.0370	33.1697	25.6785	1.5873e-01	0.1101	0.575	1484.92	67.626	4.4127	7.347962
08 47	49.024	9.0373	33.1702	25.6788	1.5873e-01	0.1089	0.571	1484.92	67.621	4.4123	7.347962
08 47	49.024	9.0376	33.1724	25.6805	1.5873e-01	0.1113	0.568	1484.93	67.673	4.4156	7.347963
08 47	49.047	9.0385	33.1740	25.6816	1.5873e-01	0.1089	0.575	1484.93	67.673	4.4155	7.347963
08 47	49.085	9.0387	33.1745	25.6820	1.5873e-01	0.1064	0.579	1484.93	67.670	4.4152	7.347964
08 47	49.085	9.0390	33.1742	25.6816	1.5873e-01	0.1064	0.575	1484.93	67.662	4.4147	7.347964
08 47	49.107	9.0390	33.1735	25.6811	1.5873e-01	0.1052	0.568	1484.93	67.650	4.4140	7.347965
08 47	49.133	9.0390	33.1726	25.6804	1.5873e-01	0.1040	0.568	1484.93	67.703	4.4174	7.347965
08 47	49.133	9.0385	33.1719	25.6799	1.5873e-01	0.1052	0.571	1484.93	67.705	4.4176	7.347966
08 47	49.167	9.0385	33.1715	25.6796	1.5873e-01	0.1077	0.571	1484.93	67.696	4.4170	7.347966
08 47	49.182	9.0385	33.1723	25.6802	1.5873e-01	0.1064	0.571	1484.93	67.751	4.4206	7.347967
08 47	49.205	9.0387	33.1733	25.6810	1.5873e-01	0.1064	0.568	1484.93	67.748	4.4203	7.347967
08 47	49.227	9.0386	33.1737	25.6813	1.7094e-01	0.1089	0.564	1484.93	67.740	4.4199	7.347968
08 47	49.242	9.0382	33.1736	25.6813	1.5873e-01	0.1113	0.564	1484.93	67.736	4.4196	7.347968
08 47	49.253	9.0380	33.1723	25.6803	1.5873e-01	0.1113	0.560	1484.93	67.790	4.4232	7.347969
08 47	49.276	9.0377	33.1719	25.6801	1.5873e-01	0.1101	0.557	1484.93	67.785	4.4229	7.347969
08 47	49.302	9.0376	33.1722	25.6803	1.5873e-01	0.1101	0.557	1484.93	67.776	4.4223	7.347970
08 47	49.325	9.0377	33.1719	25.6801	1.5873e-01	0.1101	0.553	1484.93	67.831	4.4259	7.347970
08 47	49.336	9.0380	33.1718	25.6799	1.5873e-01	0.1077	0.549	1484.93	67.828	4.4257	7.347971
08 47	49.349	9.0380	33.1721	25.6802	1.5873e-01	0.1064	0.546	1484.93	67.821	4.4252	7.347971
08 47	49.374	9.0380	33.1730	25.6809	1.5873e-01	0.1064	0.549	1484.93	67.879	4.4290	7.347972
08 47	49.372	9.0384	33.1739	25.6815	1.5873e-01	0.1052	0.564	1484.94	67.877	4.4288	7.347972
08 47	49.434	9.0389	33.1767	25.6836	1.5873e-01	0.1077	0.571	1484.94	67.873	4.4284	7.347973
08 47	49.422	9.0398	33.1798	25.6859	1.5873e-01	0.1101	0.564	1484.95	67.871	4.4281	7.347973
08 47	49.445	9.0411	33.1818	25.6872	1.5873e-01	0.1077	0.564	1484.96	67.865	4.4275	7.347974
08 47	49.479	9.0413	33.1839	25.6889	1.5873e-01	0.1077	0.560	1484.96	67.917	4.4308	7.347974
08 47	49.483	9.0416	33.1863	25.6907	1.5873e-01	0.1101	0.557	1484.97	67.918	4.4308	7.347975
08 47	49.518	9.0420	33.1870	25.6912	1.5873e-01	0.1077	0.549	1484.97	67.976	4.4345	7.347975
08 47	49.528	9.0424	33.1865	25.6907	1.5873e-01	0.1077	0.549	1484.97	67.976	4.4345	7.347976
08 47	49.530	9.0423	33.1861	25.6905	1.5873e-01	0.1101	0.553	1484.97	67.979	4.4347	7.347976
08 47	49.565	9.0425	33.1862	25.6905	1.5873e-01	0.1113	0.553	1484.97	67.978	4.4346	7.347976
08 47	49.577	9.0427	33.1861	25.6903	1.5873e-01	0.1089	0.560	1484.97	67.974	4.4343	7.347977
08 47	49.614	9.0427	33.1857	25.6900	1.5873e-01	0.1077	0.575	1484.97	68.027	4.4378	7.347977
08 47	49.614	9.0425	33.1853	25.6897	1.5873e-01	0.1077	0.582	1484.97	68.022	4.4375	7.347978
08 47	49.639	9.0424	33.1845	25.6892	1.5873e-01	0.1101	0.575	1484.97	68.020	4.4374	7.347978
08 47	49.673	9.0419	33.1849	25.6896	1.5873e-01	0.1113	0.571	1484.97	68.021	4.4375	7.347979
08 47	49.663	9.0417	33.1856	25.6902	1.5873e-01	0.1113	0.568	1484.97	68.080	4.4414	7.347979
08 47	49.699	9.0417	33.1876	25.6917	1.5873e-01	0.1101	0.568	1484.97	68.081	4.4414	7.347980
08 47	49.720	9.0420	33.1913	25.6946	1.5873e-01	0.1077	0.564	1484.98	68.079	4.4411	7.347980
08 47	49.734	9.0425	33.1943	25.6968	1.5873e-01	0.1089	0.564	1484.98	68.141	4.4450	7.347981
08 47	49.770	9.0430	33.1955	25.6977	1.5873e-01	0.1101	0.568	1484.99	68.145	4.4452	7.347981
08 47	49.770	9.0436	33.1962	25.6982	1.5873e-01	0.1089	0.564	1484.99	68.145	4.4451	7.347982
08 47	49.804	9.0433	33.1957	25.6977	1.7094e-01	0.1064	0.568	1484.99	68.141	4.4449	7.347982
08 47	49.819	9.0435	33.1953	25.6974	1.5873e-01	0.1089	0.571	1484.99	68.141	4.4449	7.347983
08 47	49.830	9.0440	33.1944	25.6967	1.5873e-01	0.1077	0.571	1484.99	68.199	4.4486	7.347983
08 47	49.866	9.0446	33.1939	25.6961	1.5873e-01	0.1089	0.568	1484.99	68.198	4.4486	7.347984
08 47	49.864	9.0451	33.1935	25.6958	1.5873e-01	0.1101	0.571	1484.99	68.194	4.4482	7.347984
08 47	49.890	9.0449	33.1921	25.6947	1.5873e-01	0.1089	0.571	1484.99	68.193	4.4483	7.347985
08 47	49.926	9.0445	33.1906	25.6936	1.5873e-01	0.1113	0.571	1484.99	68.251	4.4521	7.347985
08 47	49.925	9.0437	33.1909	25.6939	1.5873e-01	0.1101	0.575	1484.99	68.250	4.4521	7.347986
08 47	49.975	9.0438	33.1899	25.6932	1.5873e-01	0.1089	0.597	1484.99	68.245	4.4518	7.347986
08 47	49.975	9.0435	33.1905	25.6937	1.5873e-01	0.1089	0.619	1484.99	68.244	4.4517	7.347987
08 47	50.011	9.0436	33.1919	25.6948	1.5873e-01	0.1101	0.626	1484.99	68.301	4.4554	7.347987
08 47	50.022	9.0442	33.1954	25.6974	1.5873e-01	0.1077	0.615	1485.00	68.299	4.4551	7.347988
08 47	50.035	9.0456	33.1983	25.6994	1.5873e-01	0.1089	0.597	1485.00	68.293	4.4545	7.347988
08 47	50.071	9.0464	33.2005	25.7011	1.5873e-01	0.1101	0.582	1485.01	68.285	4.4538	7.347989
08 47	50.084	9.0468	33.2012	25.7015	1.5873e-01	0.1089	0.571	1485.01	68.279	4.4534	7.347989
08 47	50.082	9.0468	33.2016	25.7019	1.5873e-01	0.1101	0.571	1485.01	68.331	4.4568	7.347989
08 47	50.155	9.0468	33.2021	25.7022	1.5873e-01	0.1113	0.575	1485.02	68.326	4.4564	7.347990
08 47	50.155	9.0470	33.2010	25.7014	1.5873e-01	0.1089	0.582	1485.01	68.323	4.4563	7.347990
08 47	50.180	9.0465	33.1999	25.7006	1.5873e-01	0.1089	0.590	1485.01	68.317	4.4560	7.347991
08 47	50.204	9.0458	33.1995	25.7004	1.5873e-01	0.1064	0.586	1485.01	68.369	4.4594	7.347991
08 47	50.214	9.0457	33.1993	25.7003	1.5873e-01	0.1089	0.579	1485.01	68.363	4.4591	7.347992
08 47	50.240	9.0457	33.1989	25.6999	1.5873e-01	0.1064	0.575	1485.01	68.361	4.4589	7.347992
08 47	50.264	9.0458	33.1988	25.6998	1.5873e-01	0.1089	0.575	1485.01	68.354	4.4585	7.347993
08 47	50.287	9.0457	33.1978	25.6991	1.5873e-01	0.1101	0.579	1485.01	68.406	4.4619	7.347993
08 47	50.298	9.0455	33.1968	25.6983	1.5873e-01	0.1089	0.579	1485.01	68.407	4.4620	7.347994
08 47	50.336	9.0452	33.1963	25.6979	1.5873e-01	0.1089	0.571	1485.01	68.404	4.4619	7.347994
08 47	50.347	9.0450	33.1948	25.6968	1.5873e-01	0.1089	0.564	1485.00	68.398	4.4615	7.347995
08 47	50.371	9.0444	33.1934	25.6958	1.5873e-01	0.1077	0.560	1485.00	68.396	4.4615	7.347995
08 47	50.384	9.0442	33.1929	25.6954	1.5873e-01	0.1077	0.557	1485.00	68.390	4.4612	7.347996
08 47	50.430	9.0441	33.1941	25.6964	1.5873e-01	0.1101	0.557	1485.00	68.443	4.4646	7.347996
08 47	50.432	9.0439	33.1959	25.6979	1.5873e-01	0.1064	0.564	1485.00	68.438	4.4642	7.347997
08 47	50.456	9.0445	33.1974	25.6989	1.5873e-01	0.1040	0.571	1485.01	68.429	4.4635	7.347997
08 47	50.492	9.0452	33.1977	25.6990	1.5873e-01	0.1028	0.582	1485.01	68.424	4.4631	7.347998
08 47	50.492	9.0455	33.1966	25.6982	1.5873e-01	0.1028	0.586	1485.01	68.477	4.4666	7.347998
08 47	50.539	9.0453	33.1954	25.6972	1.5873e-01	0.1028	0.586	1485.01	68.480	4.4668	7.347999
08 47	50.552	9.0449	33.1953	25.6972	1.5873e-01	0.1064	0.575	1485.01	68.479	4.4668	7.347999
08 47	50.565	9.0447	33.1953	25.6972	1.5873e-01	0.1028	0.571	1485.01	68.537	4.4706	7.348000
08 47	50.588	9.0444	33.1959	25.6977	1.5873e-01	0.1040	0.568	1485.01	68.536	4.4706	7.348000
08 47	50.612	9.0447	33.1968	25.6984	1.5873e-01	0.1052	0.568	1485.01	68.533	4.4703	7.348001
08 47	50.635	9.0451	33.1973	25.6987	1.5873e-01	0.1077	0.568	1485.01	68.532	4.4702	7.348001
08 47	50.661	9.0452	33.1973	25.6987	1.5873e-01	0.1077	0.568	1485.01	68.591	4.4740	7.348002
08 47	50.672	9.0450	33.1975	25.6989	1.5873e-01	0.1077	0.560	1485.01	68.591	4.4740	7.348002
08 47	50.708	9.0449	33.1978	25.6992	1.5873e-01	0.1089	0.557	1485.01	68.588	4.4738	7.348003
08 47	50.708	9.0447	33.1978	25.6992	1.5873e-01	0.1101	0.557	1485.01	68.649	4.4778	7.348003
08 47	50.755	9.0449	33.1972	25.6987	1.5873e-01	0.1089	0.564	1485.01	68.653	4.4781	7.348003
08 47	50.768	9.0449	33.1987	25.6999	1.5873e-01	0.1089	0.564	1485.01	68.654	4.4781	7.348004
08 47	50.781	9.0451	33.1991	25.7002	1.5873e-01	0.1052	0.560	1485.02	68.658	4.4783	7.348004
08 47	50.817	9.0455	33.1992	25.7002	1.5873e-01	0.1028	0.560	1485.02	68.720	4.4824	7.348005
08 47	50.828	9.0453	33.1999	25.7007	1.5873e-01	0.1052	0.557	1485.02	68.663	4.4787	7.348005
08 47	50.841	9.0454	33.1999	25.7008	1.5873e-01	0.1064	0.557	1485.02	68.719	4.4823	7.348006
08 47	50.888	9.0451	33.2012	25.7018	1.5873e-01	0.1077	0.553	1485.02	68.717	4.4821	7.348006
08 47	50.888	9.0458	33.2004	25.7011	1.5873e-01	0.1077	0.557	1485.02	68.780	4.4862	7.348007
08 47	50.913	9.0455	33.2010	25.7015	1.5873e-01	0.1089	0.553	1485.02	68.785	4.4865	7.348007
08 47	50.937	9.0453	33.2027	25.7029	1.5873e-01	0.1064	0.557	1485.02	68.787	4.4866	7.348008
08 47	50.961	9.0461	33.2062	25.7055	1.5873e-01	0.1064	0.557	1485.03	68.785	4.4863	7.348008
08 47	50.986	9.0467	33.2104	25.7087	1.5873e-01	0.1064	0.553	1485.04	68.848	4.4902	7.348009
08 47	50.973	9.0477	33.2156	25.7127	1.5873e-01	0.1052	0.557	1485.05	68.853	4.4903	7.348009
08 47	51.033	9.0487	33.2210	25.7167	1.5873e-01	0.1064	0.564	1485.06	68.855	4.4902	7.348010
08 47	51.033	9.0496	33.2237	25.7186	1.5873e-01	0.1064	0.564	1485.07	68.915	4.4939	7.348010
08 47	51.069	9.0500	33.2249	25.7196	1.5873e-01	0.1064	0.557	1485.07	68.862	4.4904	7.348011
08 47	51.082	9.0503	33.2272	25.7213	1.5873e-01	0.1064	0.557	1485.07	68.922	4.4943	7.348011
08 47	51.117	9.0508	33.2297	25.7232	1.5873e-01	0.1077	0.553	1485.08	68.925	4.4943	7.348012
08 47	51.142	9.0511	33.2304	25.7237	1.5873e-01	0.1077	0.549	1485.08	68.923	4.4941	7.348012
08 47	51.140	9.0514	33.2315	25.7245	1.5873e-01	0.1040	0.549	1485.08	68.919	4.4938	7.348013
08 47	51.177	9.0514	33.2315	25.7245	1.5873e-01	0.1040	0.542	1485.09	68.979	4.4977	7.348013
08 47	51.189	9.0512	33.2322	25.7251	1.5873e-01	0.1064	0.542	1485.09	68.981	4.4979	7.348014
08 47	51.226	9.0514	33.2319	25.7248	1.5873e-01	0.1064	0.542	1485.09	68.981	4.4978	7.348014
08 47	51.226	9.0514	33.2321	25.7250	1.5873e-01	0.1040	0.542	1485.09	68.976	4.4975	7.348015
08 47	51.249	9.0515	33.2317	25.7247	1.5873e-01	0.1028	0.546	1485.09	68.975	4.4974	7.348015
08 47	51.262	9.0515	33.2314	25.7244	1.5873e-01	0.1052	0.549	1485.09	68.971	4.4972	7.348016
08 47	51.298	9.0514	33.2292	25.7227	1.5873e-01	0.1028	0.553	1485.08	69.026	4.5008	7.348016
08 47	51.320	9.0512	33.2258	25.7201	1.5873e-01	0.1052	0.553	1485.08	69.022	4.5007	7.348016
08 47	51.333	9.0509	33.2225	25.7176	1.5873e-01	0.1064	0.557	1485.08	69.023	4.5009	7.348017
08 47	51.369	9.0504	33.2215	25.7169	1.5873e-01	0.1064	0.564	1485.07	69.020	4.5008	7.348017
08 47	51.382	9.0501	33.2212	25.7166	1.5873e-01	0.1052	0.568	1485.07	69.014	4.5004	7.348018
08 47	51.407	9.0497	33.2215	25.7170	1.5873e-01	0.1040	0.560	1485.07	69.066	4.5038	7.348018
08 47	51.429	9.0497	33.2222	25.7175	1.5873e-01	0.1052	0.560	1485.07	69.060	4.5034	7.348019
